Reference,SpeechId,Direction,SttLatency,length,beginOfSpeech,endOfSpeech,SttResult,TranslationLatency,length,TranslatedResult,useless,translation comment
1713274894287
,1713274369744,1,541ms,96,1713274369746,1713274377581,मेरे पूछने का यह मतलब था की क्या बिना नौकरी वाला व्यक्ति वीएनएचएस सेवा पाने का हकदार हो सकता है?,164ms,80,My question meant that a person without a job could be entitled to VNHS service?
,1713274385865,0,427ms,118,1713274385867,1713274393980,Yeah that's the same without the job. It is sometimes free healthcare in the u. K that is the whole place of the is.,1713274394407ms,104,हाँ यह काम के बिना एक ही है। यह कभी-कभी अमेरिका में मुफ्त स्वास्थ्य देखभाल है। K यह है की पूरी जगह है।
,1713274406500,1,437ms,29,1713274406502,1713274410659,तुम्पाऔर और कोई निजी बीमा है?,86ms,40,Do you have any other private insurance?
,1713274416504,0,358ms,28,1713274416506,1713274419822,I don't know just the n. HS.,1713274420180ms,28,मैं सिर्फ एन नहीं जानता। एच।
,1713274431500,1,406ms,55,1713274431501,1713274439024,क्या आपको कभी किसी भारतीय डॉक्टर से अपॉइंटमेंट मिली है?,102ms,60,Have you ever received an appointment from an Indian doctor?
,1713274442740,1,489ms,74,1713274442743,1713274450420,है क्योंकि मैंने सुना है लंदन में बहुत सारे भारत मुल्क के डॉक्टर बसते हैं।,118ms,51,I have heard that there are many doctors in London.
,1713274445426,0,365ms,5,1713274445440,1713274447340,Never,12ms,8,कभी नहीं
,1713274457624,0,553ms,188,1713274457626,1713274470099,Uh yes there are many doctors in London. I'll groom like a counter that in which I wish I've heard of that. Quite a lot of Indian doctors as there are a lot of doctors have become India.,1713274470652ms,187,जी हाँ लंदन में कई डॉक्टर हैं। मैं एक काउंटर की तरह तैयार करूंगा जिसमें मैं चाहता हूं कि मैंने इसके बारे में सुना हो। बहुत सारे भारतीय डॉक्टर हैं क्योंकि बहुत सारे डॉक्टर भारत बन गए हैं।
,1713274488022,1,465ms,53,1713274488023,1713274493662,क्या वहाँ पे एम्बुलेंस सर्विस और फार्मेसी भी फ्री है?,127ms,53,Is there also an ambulance service and pharmacy free?
,1713274500185,0,438ms,7,1713274500186,1713274502620,Um yeah,64ms,7,उम हाँ।
,1713274509021,1,640ms,118,1713274509023,1713274521385,अगर तुम इंग्लैंड से हो और कहीं घूमने गए हो कोई और देस जैसे वूल्स तो क्या वहां वेल्स में भी एनएचएस फ्री रहेगा आपके लिए?,290ms,89,If you are from England and have gone somewhere will there be NHS free for you in Wales?
,1713274529983,0,544ms,122,1713274529985,1713274540862,Uh I'm not too sure I've been leave so I think it's in the UK. So it would be free will well. I'm not too sure actually.,1713274541406ms,156,मुझे यकीन नहीं है कि मैं छोड़ दिया गया हूं इसलिए मुझे लगता है कि यह ब्रिटेन में है। तो यह अच्छी तरह से स्वतंत्र होगा। मैं वास्तव में बहुत निश्चित नहीं हूं।
,1713274558224,1,544ms,52,1713274558226,1713274562939,फार्मेसी इसे कुछ खरीदने के लिए प्रिस्क्रिप्शन जरूरी।,149ms,42,Pharmacy it is necessary to buy something.
,1713274567940,1,558ms,50,1713274567941,1713274572739,फार्मेसी से कुछ खरीदने के लिए क्या प्र्प्शन जरूरी?,158ms,38,What is the pharmacy to buy something?
,1713274570144,0,642ms,62,1713274570155,1713274574742,Yes no you don't necessarily have to buy anything you know.,239ms,56,नहीं आपको कुछ भी खरीदने की जरूरत नहीं है आप जानते हैं।
,1713274580144,0,825ms,134,1713274580145,1713274588424,You'll be directed to your local pharmacy. It depends on which pharmacy but you can go to any local property that you can do next to.,1713274589249ms,169,आपको अपने स्थानीय फार्मेसी में ले जाया जाएगा। यह इस बात पर निर्भर करता है कि कौन सी फार्मेसी है लेकिन आप किसी भी स्थानीय संपत्ति पर जा सकते हैं जिसे आप आगे कर सकते हैं।
,1713274601101,1,529ms,60,1713274601102,1713274606904,क्या कुछ भी दवाई खरीदने के लिए वहां प्रिस्क्रिप्शन जरूरी है?,170ms,50,Is there a prescription necessary to buy anything?
,1713274612146,0,752ms,140,1713274612147,1713274622585,Yes you need to be prescribed to baskets. Setting over the council medication but sometimes you have you always have to get prescription?,1713274623337ms,148,हां आपको टोकरी के लिए निर्धारित करने की आवश्यकता है। परिषद दवा पर सेट करना लेकिन कभी-कभी आपके पास होता है आपको हमेशा पर्चे प्राप्त करना पड़ता है?
,1713274638305,1,597ms,74,1713274638306,1713274645828,आप वहां पर डॉक्टर्स से अपॉइंटमेंट के लिए क्या कोई ऐप का इस्तेमाल करते हैं?,196ms,54,Do you use any app for appointment from doctors there?
,1713274651786,0,552ms,54,1713274651788,1713274656987,Yes I usually do any sad. Uh the upshot in NHS that.,1713274657539ms,66,मैं आमतौर पर किसी भी तरह का दुख करता हूं। उह एनएचएस में अपशॉट कि.
,1713274668501,1,560ms,60,1713274668502,1713274673983,आप जहां पर रहते हैं वहां से सबसे नजदीक में कौनसा अस्पताल है?,175ms,48,Which hospital is the nearest to where you live?
,1713274679861,0,584ms,64,1713274679863,1713274687341,Oh that's probably South presidents in the hospital in Chelsea.,217ms,75,यह शायद स्वयं है। ओह यह शायद चेल्सी में अस्पताल में दक्षिण राष्ट्रपति हैं।
,1713274700540,1,752ms,116,1713274700542,1713274713863,अगर मान लो कोई व्यक्ति भारत से या फिर कोई दूसरे देश से यूके घूमने गया है है तो क्या वह भी एनएचएस का लाभ उठा सकता है?,357ms,110,If a person has travelled to the UK from India or from another country can he also take advantage of the NHS?
,1713274724383,0,667ms,58,1713274724385,1713274728981,I guess I believe you just have to sign up and they don't.,284ms,60,मुझे लगता है कि आपको बस साइन अप करना है और वे नहीं करते हैं।
,1713274738105,1,561ms,51,1713274738108,1713274743024,इसका मतलब यह है कि पर्यटकों के लिये सुविधा नहीं है।,163ms,50,This means that there is no facility for tourists.
,1713274749061,0,646ms,131,1713274749063,1713274758818,Yeah that's so far. It's no. You have the very UC residents. Do you have the NHS well? I believe in the UK for a certain time but.,1713274759464ms,154,हाँ कि अब तक है. यह नहीं है। आपके पास बहुत यूसी निवासी हैं। क्या आपके पास एनएचएस अच्छी तरह से है? मैं एक निश्चित समय के लिए ब्रिटेन में विश्वास करता हूं।
,1713274774940,1,636ms,83,1713274774941,1713274783379,मैं भारत से बोल रहा हूँ और यहाँ पर ऐसी कोई सुविधा नहीं है है आप बहुत भाग्यशाली हैं।,244ms,79,I am speaking from India and there is no such facility here you are very lucky.
,1713274792343,0,526ms,41,1713274792345,1713274797061,Thank you very much. I haven't told that.,1713274797587ms,43,बहुत बहुत धन्यवाद। मैंने ऐसा नहीं बताया है।
,1713274803264,1,662ms,110,1713274803266,1713274811632,यहाँ पर हमें निजी बीमा के ऊपर भरोसा करना पड़ता है जिसके लिए हमको बहुत सारा पैसा प्रीमीयम के लिए देना पड़ता है।,311ms,98,Here we have to rely on private insurance for which we have to pay a lot of money for the premium.
,1713274821342,0,741ms,127,1713274821343,1713274828981,Uh yes I've been. I've heard that that. That is similar to the USA in which they have. They have a charge for the house yeah?,1713274829722ms,111,हाँ मैं किया गया है. मैंने यह सुना है। यह अमेरिका के समान है जिसमें उनके पास है। वे घर के लिए एक शुल्क है हाँ?
,1713274843863,1,627ms,53,1713274843864,1713274850271,क्या वहां पर पालतू जानवरों के लिए भी बीमा उपलब्ध हैं?,246ms,43,Are there insurance available for pets too?
,1713274856183,0,823ms,54,1713274856184,1713274863585,I had not to I believe so I believe so this should be.,346ms,62,मुझे विश्वास नहीं था इसलिए मुझे विश्वास है कि ऐसा होना चाहिए।
,1713274864020,0,568ms,20,1713274864021,1713274866618,Yeah he's actually.,143ms,22,हाँ वह वास्तव में है.
,1713274873181,0,578ms,33,1713274873182,1713274876826,I just know there's not any sort.,183ms,34,मुझे पता है कि कोई तरह का नहीं है।
,1713274893042,1,528ms,32,1713274893044,1713274898855,हेलो शायद गलती से कॉल कट गया था।,161ms,48,Hello the call was probably cut off by mistake.
,1713274902888,1,453ms,32,1713274902889,1713274905928,क्या आप मेरी आवाज़ सुन सकते हैं?,119ms,22,Can you hear my voice?
,1713274909885,0,545ms,21,1713274909886,1713274912120,Yeah that's exactly.,136ms,19,हाँ यह बिल्कुल है।
,1713274918743,1,568ms,52,1713274918746,1713274924022,तो हम रक्षा कर रहे थे उर्दू जानवरों के बीमा के बारे?,154ms,45,So we were protecting Urdu animals insurance?
,1713274928906,1,558ms,52,1713274928908,1713274934025,तो हम चर्चा कर रहे थे पालतू जानवरों के बीमा के बारे?,154ms,42,So we were discussing about pet insurance?
,1713274931699,0,569ms,43,1713274931701,1713274935777,Yeah and animals have to pay no free says.,202ms,42,हाँ और जानवरों को कोई मुफ्त नहीं कहना है।
,1713274942463,1,601ms,64,1713274942465,1713274948340,वैसे भारत में पालतू जानवरों के लिए कोई भी सुविधा उपलब्ध नहीं है।,217ms,58,However there is no facility available for pets in India.
,1713274943059,0,369ms,4,1713274943081,1713274944945,Yeah,51ms,3,हाँ
,1713274954619,0,321ms,4,1713274954621,1713274957024,Yeah,21ms,3,हाँ
,1713274964303,1,559ms,58,1713274964306,1713274971466,क्या वहाँ पे बीमा प्रीमीयम व्यक्तिगत आय पर निर्भर करता है?,171ms,59,Does the insurance premium there depend on personal income?
,1713274978620,0,475ms,5,1713274978621,1713274981184,Um no,94ms,3,ऊमन
,1713274987943,1,975ms,38,1713274987944,1713274992265,क्या ब्रिटेन में अभी कोविड का खतरा है?,152ms,45,Is there a risk of Covid in the UK right now?
,1713274998261,0,482ms,20,1713274998263,1713275001383,Um no not anymore.,119ms,17,नहीं अब और नहीं।
,1713275005181,1,513ms,34,1713275005182,1713275009115,क्या अब वहां कोई मास्क नहीं पहनता?,130ms,36,Don't you wear a mask there anymore?
,1713275013781,0,371ms,2,1713275013782,1713275015979,No,56ms,4,नहीं
,1713275025622,1,506ms,56,1713275025623,1713275031704,क्या आप अपने शरीर का ख्याल रखने के लिए व्यायाम करते हैं?,150ms,42,Do you exercise to take care of your body?
,1713275036980,0,669ms,65,1713275036981,1713275042098,Yes I do but I go to the gym and I think football times a week.,277ms,83,हां मैं करता हूं लेकिन मैं जिम जाता हूं और मुझे लगता है कि सप्ताह में फुटबॉल बार।
,1713275057101,1,446ms,33,1713275057103,1713275062060,क्या आपने कभी योगा ट्राइ किया है?,100ms,25,Have you ever tried yoga?
,1713275066779,0,457ms,18,1713275066781,1713275069499,Uh no I wouldn't.,111ms,20,नहीं मैं नहीं होगा.
,1713275077025,1,528ms,80,1713275077027,1713275085102,इस भारत में योगा काफी लोकप्रिय है पर मैंने भी आज तक कभी योगा ट्राइ नहीं किया है।,195ms,73,Yoga is very popular in this India but I have never tried Yoga till date.
,1713275094025,1,484ms,41,1713275094027,1713275097785,आप सप्ताह में कितनी बार फुटबॉल खेलते हैं?,118ms,43,How many times a week do you play football?
,1713275098539,0,403ms,10,1713275098540,1713275100902,Interested,76ms,13,रुचि रखते हैं
,1713275104984,0,456ms,15,1713275104985,1713275107459,4 times a week.,79ms,19,सप्ताह में चार बार।
,1713275112023,1,583ms,82,1713275112026,1713275121741,क्या आप अपने दोस्तों के साथ खेलते हैं या कोई टीम हैं जिसका हिस्बन कर आप खेलते हैं?,178ms,64,Do you play with your friends or are there a team you play with?
,1713275127339,0,449ms,22,1713275127341,1713275130180,I just pay my friends.,122ms,42,मैं सिर्फ अपने दोस्तों को भुगतान करता हूं।
,1713275140900,1,445ms,30,1713275140901,1713275144784,क्या आपको डेविड बेकहम पसंद है?,114ms,26,Do you like David Beckham?
,1713275149579,0,497ms,34,1713275149580,1713275152662,Yes I like being a bit back home.,128ms,30,मुझे घर वापस थोड़ा सा पसंद है।
,1713275162305,1,518ms,44,1713275162307,1713275166745,अभी इंग्लैंड के फुटबॉल टीम का कप्तान कौन है?,137ms,58,Who is the captain of the England football team right now?
,1713275172545,0,384ms,9,1713275172547,1713275174819,Hurricane,37ms,5,तूफान
,1713275185101,1,492ms,53,1713275185103,1713275190839,क्या आप कभी कोई स्टेडियम गए हैं कोई फुटबॉल मैच देखना?,140ms,58,Have you ever been to a stadium to watch a football match?
,1713275196980,0,334ms,4,1713275196982,1713275199141,Yeah,13ms,3,हाँ
,1713275208820,1,499ms,73,1713275208822,1713275214980,क्या उत्तरी आयरलैंड के लोगों को ब्रिटेन में चिकित्स्य सुविधाएं मिलती हैं?,141ms,56,Do Northern Irelanders get medical facilities in the UK?
,1713275221224,0,467ms,14,1713275221225,1713275223823,I don't do so.,92ms,18,मैं ऐसा नहीं करता।
,1713275227663,1,478ms,47,1713275227665,1713275232265,क्या आप कभी नॉर्दन आयरलैंड गए हैं घूमने के लिए?,121ms,48,Have you ever been to Northern Ireland to visit?
,1713275237143,0,453ms,26,1713275237145,1713275239865,No I've never been there.,118ms,36,नहीं मैं वहाँ कभी नहीं किया गया है.
,1713275247382,1,468ms,45,1713275247384,1713275251381,क्या आप कभी यूके के बाहर गए हैं घूमने के लिए?,114ms,42,Have you ever been outside the UK to roam?
,1713275252902,1,382ms,8,1713275252903,1713275254746,आपके पास,51ms,8,You have
,1713275260345,0,426ms,12,1713275260347,1713275263859,To Rome no.,65ms,10,रोम नहीं।
,1713275264258,0,358ms,9,1713275264259,1713275266422,That's it,66ms,10,बस इतना ही
,1713275274625,1,470ms,66,1713275274627,1713275280699,मैं और एक आखिराल पूछना चाहता हूं जो कि शाही परिवार के बारे में है।,158ms,57,I want to ask another one that is about the royal family.
,1713275287622,1,523ms,58,1713275287623,1713275294023,है क्या शाहिद परिवार के पास उनके लिए एक अलग ही अस्पताल है,145ms,58,Does the Shahid family have a different hospital for them?
,1713275289702,0,415ms,4,1713275289706,1713275291660,Okay,64ms,6,ठीक है
,1713275300221,0,351ms,26,1713275300223,1713275303262,Uh I believe they do. Yes,1713275303613ms,32,मुझे लगता है कि वे करते हैं। हाँ
,1713275300344,1,486ms,51,1713275300360,1713275305828,क्या शाही परिवार के पास उनके लिए एक अलग अस्पताल है?,137ms,56,Does the royal family have a separate hospital for them?
,1713275315345,0,409ms,6,1713275315348,1713275318260,Ah yes,80ms,3,हाँ
,1713275325502,1,335ms,6,1713275325505,1713275327504,ठीक है,24ms,7,Alright
,1713275327145,0,648ms,57,1713275327146,1713275329979,Yeah the Hooker who came at the words supposed to be so.,239ms,45,हाँ हुकर जो शब्दों पर आया था ऐसा होना चाहिए।
,1713275338143,1,681ms,97,1713275338144,1713275346619,धन्यवाद आपसे बात करके अच्छा लगा। आज का समय यहीं समाप्त होता है। मेरे सवालों का जवाब देने। धन्यवाद,1713275347300ms,93,Thank you it was nice to talk to you. Today's time ends here. answer my questions. Thank you
,1713275356183,1,519ms,40,1713275356185,1713275359943,मेरे सवालों का जवाब देने के लिए धन्यवाद।,127ms,37,Thank you for answering my questions.
,1713275360620,0,574ms,4,1713275360621,1713275362677,Yeah,25ms,3,हाँ
,1713275364584,0,515ms,25,1713275364586,1713275367747,Aye thank you very much.,142ms,23,हाँ बहुत बहुत धन्यवाद।
,1713275371579,1,319ms,6,1713275371587,1713275373623,अलविदा,24ms,7,Goodbye
﻿Reference,SpeechId,Direction,SttLatency,length,beginOfSpeech,endOfSpeech,SttResult,TranslationLatency,length,TranslatedResult,useless,translation comment
1713274894287
